deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome
D00258,2023-01-24,2023-02-12,rep_15,FinTech,India,Core,Outbound,Negotiation,5764,19,Lost
D00259,2023-11-29,2024-01-13,rep_12,HealthTech,North America,Pro,Partner,Qualified,9529,45,Won
D00260,2024-01-07,2024-04-12,rep_1,HealthTech,India,Core,Outbound,Qualified,31953,96,Lost
D00261,2023-10-31,2023-12-05,rep_4,Ecommerce,Europe,Pro,Inbound,Proposal,21056,35,Lost
D00262,2023-04-28,2023-06-23,rep_5,Ecommerce,Europe,Enterprise,Outbound,Proposal,9690,56,Won
D00263,2023-02-05,2023-04-20,rep_24,HealthTech,Europe,Pro,Referral,Proposal,18649,74,Lost
D00264,2024-03-16,2024-04-19,rep_12,Ecommerce,APAC,Core,Outbound,Negotiation,36142,34,Won
D00265,2023-05-22,2023-08-19,rep_10,FinTech,APAC,Core,Outbound,Closed,98644,89,Won
D00266,2024-01-18,2024-03-15,rep_8,Ecommerce,North America,Enterprise,Inbound,Qualified,11921,57,Won
D00267,2023-07-04,2023-08-20,rep_25,Ecommerce,North America,Core,Inbound,Demo,67895,47,Won
D00268,2023-01-08,2023-02-17,rep_25,Ecommerce,India,Enterprise,Referral,Closed,14520,40,Won
D00269,2023-02-12,2023-05-11,rep_3,SaaS,Europe,Core,Partner,Proposal,7046,88,Lost
D00270,2023-07-20,2023-10-10,rep_24,HealthTech,North America,Core,Inbound,Negotiation,19158,82,Lost
D00271,2023-08-11,2023-09-01,rep_4,FinTech,Europe,Enterprise,Inbound,Demo,60539,21,Lost
D00272,2023-03-25,2023-06-03,rep_5,EdTech,North America,Core,Partner,Proposal,6284,70,Lost
D00273,2024-02-18,2024-04-19,rep_16,Ecommerce,APAC,Core,Referral,Qualified,95582,61,Won
D00274,2024-03-15,2024-06-02,rep_8,SaaS,North America,Core,Inbound,Qualified,33487,79,Won
D00275,2023-05-06,2023-05-18,rep_23,Ecommerce,Europe,Pro,Outbound,Closed,5137,12,Lost
D00276,2023-08-02,2023-11-09,rep_22,FinTech,Europe,Core,Inbound,Closed,2638,99,Won
D00277,2023-07-25,2023-08-09,rep_15,FinTech,APAC,Core,Partner,Closed,4312,15,Lost
D00278,2023-10-16,2024-01-31,rep_16,HealthTech,Europe,Core,Inbound,Closed,11974,107,Won
D00279,2023-07-29,2023-08-08,rep_25,Ecommerce,APAC,Core,Outbound,Qualified,18419,10,Won
D00280,2023-09-29,2023-11-05,rep_8,SaaS,India,Enterprise,Partner,Qualified,2490,37,Won
D00281,2023-08-23,2023-12-03,rep_3,SaaS,North America,Pro,Outbound,Negotiation,37499,102,Won
D00282,2023-05-02,2023-06-15,rep_9,HealthTech,North America,Core,Outbound,Negotiation,14438,44,Won
D00283,2024-02-04,2024-05-19,rep_11,Ecommerce,North America,Enterprise,Partner,Negotiation,9731,105,Lost
D00284,2024-01-30,2024-03-03,rep_22,EdTech,North America,Core,Partner,Demo,5795,33,Lost
D00285,2023-03-17,2023-04-04,rep_9,HealthTech,North America,Pro,Referral,Proposal,4914,18,Lost
D00286,2023-10-12,2024-01-22,rep_1,FinTech,Europe,Core,Outbound,Qualified,2775,102,Lost
D00287,2024-02-26,2024-04-24,rep_9,FinTech,North America,Core,Outbound,Closed,31015,58,Won
D00288,2023-11-27,2024-01-29,rep_2,HealthTech,India,Enterprise,Referral,Negotiation,2753,63,Lost
D00289,2023-09-12,2023-09-22,rep_9,EdTech,India,Core,Inbound,Demo,5495,10,Won
D00290,2023-11-11,2024-02-05,rep_16,FinTech,North America,Pro,Referral,Closed,12835,86,Lost
D00291,2023-03-12,2023-05-11,rep_23,EdTech,India,Enterprise,Referral,Negotiation,6307,60,Won
D00292,2023-06-26,2023-09-13,rep_20,HealthTech,North America,Pro,Inbound,Proposal,5181,79,Lost
D00293,2024-02-19,2024-04-26,rep_22,HealthTech,APAC,Enterprise,Inbound,Demo,6784,67,Lost
D00294,2024-01-27,2024-03-02,rep_19,EdTech,APAC,Enterprise,Inbound,Demo,5181,35,Lost
D00295,2023-12-27,2024-04-01,rep_16,SaaS,APAC,Core,Referral,Demo,38625,96,Won
D00296,2023-01-20,2023-02-07,rep_1,EdTech,Europe,Core,Partner,Negotiation,22612,18,Won
D00297,2024-01-03,2024-02-01,rep_23,HealthTech,North America,Enterprise,Partner,Closed,4650,29,Lost
D00298,2023-02-07,2023-04-02,rep_10,EdTech,Europe,Core,Referral,Proposal,7424,54,Lost
D00299,2024-02-10,2024-05-08,rep_23,SaaS,APAC,Core,Outbound,Closed,42833,88,Lost
D00300,2023-07-13,2023-08-28,rep_23,SaaS,India,Enterprise,Inbound,Qualified,43292,46,Lost
D00301,2023-04-04,2023-06-27,rep_5,EdTech,North America,Core,Partner,Negotiation,7008,84,Won
D00302,2023-06-13,2023-07-11,rep_9,HealthTech,Europe,Enterprise,Inbound,Qualified,19615,28,Lost
D00303,2023-06-29,2023-08-07,rep_24,Ecommerce,Europe,Pro,Referral,Negotiation,8020,39,Lost
D00304,2023-07-13,2023-09-02,rep_6,Ecommerce,North America,Core,Partner,Demo,95766,51,Lost
D00305,2023-01-11,2023-02-27,rep_6,FinTech,North America,Pro,Referral,Negotiation,2857,47,Won
D00306,2023-12-27,2024-01-06,rep_2,FinTech,APAC,Core,Outbound,Demo,10703,10,Won
D00307,2023-07-29,2023-11-02,rep_10,HealthTech,North America,Core,Referral,Proposal,54768,96,Lost
D00308,2023-10-20,2024-01-05,rep_3,EdTech,India,Core,Inbound,Negotiation,3258,77,Lost
D00309,2023-01-14,2023-02-16,rep_13,Ecommerce,India,Enterprise,Partner,Proposal,4390,33,Won
D00310,2023-02-16,2023-05-16,rep_15,FinTech,APAC,Pro,Referral,Demo,14078,89,Lost
D00311,2023-05-15,2023-06-19,rep_3,EdTech,India,Enterprise,Outbound,Qualified,39808,35,Lost
D00312,2023-10-11,2023-10-25,rep_19,HealthTech,India,Pro,Inbound,Negotiation,90190,14,Lost
D00313,2023-07-22,2023-11-15,rep_5,FinTech,India,Core,Outbound,Closed,87740,116,Lost
D00314,2023-04-19,2023-08-07,rep_7,HealthTech,APAC,Pro,Inbound,Negotiation,30271,110,Won
D00315,2023-02-14,2023-04-11,rep_1,SaaS,India,Core,Referral,Negotiation,56202,56,Lost
D00316,2023-03-18,2023-04-12,rep_10,SaaS,APAC,Pro,Partner,Qualified,33845,25,Lost
D00317,2023-07-16,2023-10-14,rep_13,HealthTech,India,Core,Referral,Proposal,6988,90,Lost
D00318,2024-03-26,2024-05-14,rep_11,EdTech,APAC,Pro,Referral,Qualified,15785,49,Lost
D00319,2024-03-15,2024-06-19,rep_25,EdTech,APAC,Enterprise,Referral,Negotiation,59384,96,Lost
D00320,2023-11-06,2024-02-03,rep_25,SaaS,APAC,Core,Outbound,Negotiation,73368,89,Won
D00321,2023-02-03,2023-03-21,rep_6,HealthTech,Europe,Core,Outbound,Qualified,88719,46,Lost
D00322,2023-01-17,2023-03-23,rep_15,SaaS,India,Enterprise,Inbound,Proposal,19544,65,Won
D00323,2023-12-15,2023-12-25,rep_19,SaaS,APAC,Pro,Outbound,Negotiation,6004,10,Won
D00324,2024-03-04,2024-04-13,rep_2,HealthTech,Europe,Core,Outbound,Negotiation,7643,40,Lost
D00325,2023-12-13,2024-01-15,rep_16,HealthTech,Europe,Enterprise,Inbound,Qualified,22628,33,Won
D00326,2023-04-25,2023-06-03,rep_12,Ecommerce,APAC,Core,Referral,Negotiation,19677,39,Lost
D00327,2023-06-04,2023-09-05,rep_17,EdTech,APAC,Pro,Inbound,Qualified,7108,93,Lost
D00328,2023-09-04,2023-09-19,rep_21,EdTech,Europe,Core,Outbound,Proposal,18495,15,Won
D00329,2023-01-30,2023-05-20,rep_24,FinTech,India,Pro,Partner,Demo,61888,110,Lost
D00330,2023-08-03,2023-09-30,rep_24,HealthTech,India,Enterprise,Partner,Proposal,2289,58,Won
D00331,2023-09-17,2023-11-01,rep_16,HealthTech,APAC,Enterprise,Outbound,Qualified,17146,45,Lost
D00332,2023-12-15,2024-02-02,rep_14,EdTech,APAC,Pro,Partner,Proposal,49272,49,Lost
D00333,2023-08-26,2023-12-19,rep_3,Ecommerce,Europe,Enterprise,Inbound,Closed,96490,115,Won
D00334,2024-03-20,2024-06-22,rep_7,EdTech,India,Enterprise,Referral,Demo,4444,94,Won
D00335,2023-03-15,2023-05-01,rep_11,FinTech,North America,Pro,Partner,Demo,9324,47,Lost
D00336,2023-04-18,2023-07-31,rep_20,Ecommerce,India,Pro,Referral,Demo,6720,104,Lost
D00337,2023-09-02,2023-10-28,rep_25,SaaS,Europe,Core,Inbound,Proposal,6372,56,Won
D00338,2023-11-17,2024-02-25,rep_13,SaaS,APAC,Core,Inbound,Qualified,7681,100,Won
D00339,2024-02-26,2024-03-09,rep_11,Ecommerce,Europe,Pro,Referral,Closed,88195,12,Won
D00340,2023-07-03,2023-10-14,rep_7,FinTech,Europe,Core,Partner,Demo,5304,103,Won
D00341,2023-12-31,2024-03-30,rep_2,SaaS,North America,Enterprise,Inbound,Closed,53526,90,Lost
D00342,2023-12-01,2024-03-24,rep_4,SaaS,APAC,Pro,Outbound,Negotiation,9897,114,Won
D00343,2023-04-16,2023-07-20,rep_22,SaaS,APAC,Enterprise,Outbound,Qualified,75164,95,Lost
D00344,2023-08-03,2023-11-24,rep_4,Ecommerce,Europe,Enterprise,Outbound,Qualified,19776,113,Lost
D00345,2024-02-03,2024-03-14,rep_2,SaaS,India,Core,Referral,Demo,13864,40,Lost
D00346,2023-06-19,2023-07-26,rep_5,FinTech,North America,Enterprise,Inbound,Negotiation,34474,37,Won
D00347,2023-05-12,2023-08-09,rep_6,FinTech,APAC,Pro,Partner,Qualified,4425,89,Won
D00348,2023-08-07,2023-11-16,rep_11,EdTech,India,Enterprise,Partner,Demo,38139,101,Won
D00349,2024-03-25,2024-07-03,rep_15,EdTech,India,Enterprise,Referral,Negotiation,10996,100,Won
D00350,2024-02-14,2024-04-14,rep_6,FinTech,India,Enterprise,Referral,Qualified,37368,60,Lost
D00351,2024-02-15,2024-05-04,rep_1,HealthTech,India,Pro,Inbound,Closed,18015,79,Lost
D00352,2023-07-30,2023-10-01,rep_25,SaaS,Europe,Enterprise,Partner,Closed,4143,63,Won
D00353,2023-09-23,2023-12-05,rep_16,EdTech,India,Core,Inbound,Demo,76734,73,Lost
D00354,2023-01-06,2023-04-05,rep_25,Ecommerce,APAC,Core,Partner,Qualified,6141,89,Lost
D00355,2023-05-23,2023-06-05,rep_3,Ecommerce,India,Enterprise,Referral,Demo,18540,13,Lost
D00356,2023-02-15,2023-06-11,rep_4,Ecommerce,India,Core,Inbound,Qualified,85191,116,Lost
D00357,2024-02-27,2024-03-16,rep_7,Ecommerce,APAC,Pro,Inbound,Closed,59924,18,Lost
D00358,2024-02-23,2024-03-29,rep_23,Ecommerce,North America,Core,Outbound,Proposal,17177,35,Lost
D00359,2023-01-02,2023-02-21,rep_23,FinTech,North America,Core,Referral,Proposal,91786,50,Won
D00360,2023-03-13,2023-07-03,rep_7,HealthTech,North America,Pro,Outbound,Closed,14704,112,Lost
D00361,2023-08-23,2023-12-13,rep_21,SaaS,North America,Pro,Referral,Qualified,13536,112,Lost
D00362,2023-12-04,2024-02-24,rep_18,Ecommerce,India,Enterprise,Outbound,Qualified,20568,82,Lost
D00363,2023-12-21,2024-03-11,rep_20,EdTech,India,Pro,Outbound,Closed,70778,81,Won
D00364,2023-05-21,2023-07-17,rep_20,SaaS,APAC,Enterprise,Partner,Negotiation,4409,57,Lost
D00365,2023-12-31,2024-04-10,rep_23,EdTech,APAC,Enterprise,Outbound,Closed,7182,101,Lost
D00366,2023-12-30,2024-03-29,rep_23,FinTech,APAC,Enterprise,Referral,Proposal,91105,90,Lost
D00367,2023-10-26,2024-01-14,rep_1,SaaS,North America,Core,Referral,Negotiation,14839,80,Lost
D00368,2023-03-16,2023-03-29,rep_5,FinTech,APAC,Core,Inbound,Proposal,12374,13,Lost
D00369,2023-07-03,2023-10-22,rep_13,HealthTech,APAC,Enterprise,Inbound,Closed,7047,111,Lost
D00370,2023-07-15,2023-09-09,rep_24,EdTech,Europe,Enterprise,Referral,Qualified,7612,56,Won
D00371,2024-02-29,2024-04-04,rep_24,SaaS,Europe,Enterprise,Outbound,Closed,68200,35,Lost
D00372,2023-05-31,2023-08-03,rep_4,Ecommerce,North America,Pro,Partner,Closed,7592,64,Won
D00373,2023-10-12,2023-11-21,rep_23,HealthTech,North America,Core,Partner,Negotiation,12178,40,Won
D00374,2023-11-02,2023-11-15,rep_18,EdTech,North America,Enterprise,Partner,Closed,18086,13,Lost
D00375,2023-09-27,2023-11-01,rep_18,SaaS,India,Core,Partner,Negotiation,6264,35,Lost
D00376,2023-04-24,2023-08-22,rep_25,SaaS,India,Enterprise,Inbound,Demo,13424,120,Won
D00377,2023-02-28,2023-05-31,rep_13,FinTech,India,Pro,Partner,Proposal,3968,92,Won
D00378,2023-01-13,2023-03-27,rep_2,EdTech,Europe,Pro,Inbound,Negotiation,16426,73,Lost
D00379,2023-02-19,2023-03-19,rep_7,HealthTech,India,Core,Outbound,Qualified,20960,28,Lost
D00380,2023-10-03,2024-01-24,rep_1,Ecommerce,APAC,Core,Inbound,Demo,29452,113,Lost
D00381,2023-02-07,2023-02-20,rep_9,Ecommerce,India,Pro,Referral,Demo,29232,13,Won
D00382,2023-08-10,2023-09-26,rep_3,SaaS,North America,Enterprise,Inbound,Closed,7515,47,Won
D00383,2023-07-03,2023-09-12,rep_25,Ecommerce,India,Pro,Inbound,Proposal,7618,71,Won
D00384,2023-08-31,2023-09-27,rep_10,EdTech,North America,Enterprise,Outbound,Demo,14406,27,Lost
D00385,2023-03-05,2023-03-17,rep_10,HealthTech,APAC,Core,Referral,Qualified,90405,12,Won
D00386,2023-11-27,2024-03-21,rep_7,FinTech,Europe,Enterprise,Inbound,Proposal,48939,115,Lost
D00387,2024-03-11,2024-06-22,rep_22,FinTech,APAC,Core,Outbound,Proposal,6496,103,Lost
D00388,2024-01-07,2024-03-28,rep_4,EdTech,North America,Core,Partner,Demo,36805,81,Lost
D00389,2023-09-06,2023-11-09,rep_19,EdTech,APAC,Pro,Outbound,Closed,7401,64,Won
D00390,2023-01-03,2023-02-19,rep_5,EdTech,India,Pro,Referral,Proposal,19668,47,Won
D00391,2023-07-03,2023-10-17,rep_3,EdTech,Europe,Enterprise,Outbound,Closed,43038,106,Won
D00392,2023-05-15,2023-08-23,rep_21,FinTech,India,Enterprise,Outbound,Closed,2626,100,Lost
D00393,2023-01-19,2023-04-06,rep_8,SaaS,APAC,Core,Referral,Negotiation,15734,77,Won
D00394,2023-09-14,2023-11-25,rep_20,HealthTech,Europe,Pro,Outbound,Demo,21388,72,Won
D00395,2023-04-02,2023-06-20,rep_8,Ecommerce,Europe,Core,Partner,Qualified,10395,79,Lost
D00396,2023-07-09,2023-08-14,rep_15,FinTech,North America,Enterprise,Partner,Negotiation,16485,36,Won
D00397,2023-02-22,2023-05-30,rep_19,HealthTech,India,Enterprise,Referral,Closed,54513,97,Lost
D00398,2023-07-07,2023-09-27,rep_17,Ecommerce,APAC,Pro,Referral,Demo,16465,82,Lost
D00399,2024-02-10,2024-04-18,rep_8,FinTech,APAC,Core,Outbound,Demo,16222,68,Lost
D00400,2023-04-06,2023-05-03,rep_24,FinTech,India,Enterprise,Referral,Proposal,9938,27,Won
D00401,2023-09-03,2023-10-06,rep_5,SaaS,Europe,Core,Inbound,Qualified,7302,33,Lost
D00402,2023-10-21,2023-11-15,rep_19,FinTech,APAC,Core,Outbound,Closed,10949,25,Won
D00403,2023-08-18,2023-11-10,rep_5,SaaS,Europe,Enterprise,Partner,Closed,10794,84,Lost
D00404,2023-03-27,2023-07-04,rep_13,Ecommerce,Europe,Core,Inbound,Demo,5714,99,Lost
D00405,2023-04-14,2023-06-26,rep_4,HealthTech,India,Enterprise,Inbound,Closed,6131,73,Lost
D00406,2024-03-25,2024-07-10,rep_20,SaaS,North America,Enterprise,Referral,Demo,83208,107,Lost
D00407,2023-09-25,2023-11-24,rep_16,Ecommerce,APAC,Enterprise,Inbound,Demo,19430,60,Won
D00408,2023-08-06,2023-08-30,rep_14,EdTech,Europe,Core,Inbound,Closed,57128,24,Won
D00409,2023-10-23,2024-01-04,rep_14,EdTech,North America,Core,Referral,Proposal,46924,73,Won
D00410,2023-11-30,2024-02-19,rep_9,Ecommerce,Europe,Pro,Referral,Closed,14939,81,Won
D00411,2023-04-02,2023-05-26,rep_25,Ecommerce,Europe,Enterprise,Inbound,Proposal,60193,54,Lost
D00412,2024-01-18,2024-02-23,rep_13,EdTech,North America,Core,Referral,Closed,7728,36,Won
D00413,2023-11-22,2023-11-29,rep_3,EdTech,Europe,Pro,Inbound,Qualified,15727,7,Lost
D00414,2023-11-08,2023-11-19,rep_2,HealthTech,India,Pro,Inbound,Closed,18059,11,Lost
D00415,2023-04-14,2023-08-07,rep_17,SaaS,Europe,Enterprise,Outbound,Closed,6244,115,Lost
D00416,2023-12-12,2023-12-23,rep_25,Ecommerce,APAC,Enterprise,Referral,Proposal,7365,11,Won
D00417,2023-07-27,2023-10-17,rep_10,SaaS,APAC,Pro,Partner,Closed,2125,82,Won
D00418,2023-04-26,2023-07-19,rep_6,Ecommerce,North America,Enterprise,Inbound,Proposal,5725,84,Lost
D00419,2023-09-15,2023-10-29,rep_9,Ecommerce,India,Enterprise,Referral,Closed,53776,44,Won
D00420,2024-01-30,2024-03-08,rep_16,FinTech,APAC,Core,Referral,Qualified,80387,38,Lost
D00421,2023-11-21,2024-03-07,rep_12,SaaS,North America,Enterprise,Partner,Negotiation,19488,107,Lost
D00422,2023-05-08,2023-06-20,rep_16,EdTech,APAC,Core,Partner,Demo,29965,43,Won
D00423,2023-04-04,2023-07-15,rep_9,HealthTech,Europe,Core,Outbound,Demo,3557,102,Lost
D00424,2024-03-04,2024-05-29,rep_20,FinTech,North America,Pro,Partner,Negotiation,30287,86,Won
D00425,2023-11-14,2023-12-31,rep_9,Ecommerce,Europe,Enterprise,Outbound,Closed,6706,47,Lost
D00426,2023-01-28,2023-04-12,rep_13,HealthTech,India,Core,Referral,Proposal,24268,74,Lost
D00427,2023-06-11,2023-09-14,rep_11,EdTech,APAC,Core,Partner,Qualified,69732,95,Won
D00428,2023-05-02,2023-06-12,rep_14,HealthTech,India,Enterprise,Partner,Negotiation,7022,41,Lost
D00429,2023-07-06,2023-10-30,rep_22,HealthTech,North America,Enterprise,Partner,Closed,5692,116,Won
D00430,2024-02-16,2024-03-24,rep_16,FinTech,Europe,Pro,Referral,Demo,39116,37,Lost
D00431,2023-03-10,2023-07-03,rep_9,SaaS,North America,Pro,Inbound,Proposal,19805,115,Lost
D00432,2023-12-20,2024-01-16,rep_9,EdTech,APAC,Enterprise,Partner,Proposal,15807,27,Won
D00433,2023-06-26,2023-07-05,rep_19,SaaS,Europe,Pro,Partner,Closed,4876,9,Won
D00434,2023-06-16,2023-09-17,rep_15,HealthTech,Europe,Enterprise,Partner,Proposal,69947,93,Lost
D00435,2023-08-04,2023-10-30,rep_8,EdTech,APAC,Enterprise,Partner,Proposal,5315,87,Lost
D00436,2023-12-30,2024-02-09,rep_17,Ecommerce,India,Core,Outbound,Closed,12444,41,Lost
D00437,2024-03-13,2024-03-22,rep_7,HealthTech,India,Core,Inbound,Qualified,52983,9,Won
D00438,2023-02-02,2023-06-01,rep_4,EdTech,Europe,Core,Referral,Qualified,72037,119,Lost
D00439,2023-06-08,2023-07-14,rep_6,FinTech,North America,Enterprise,Partner,Closed,4327,36,Won
D00440,2024-03-16,2024-05-03,rep_5,SaaS,Europe,Enterprise,Referral,Negotiation,55705,48,Lost
D00441,2023-11-20,2024-03-01,rep_10,EdTech,India,Enterprise,Outbound,Closed,88610,102,Lost
D00442,2024-02-17,2024-03-06,rep_1,FinTech,Europe,Pro,Partner,Proposal,4996,18,Won
D00443,2023-08-29,2023-11-12,rep_10,SaaS,Europe,Core,Partner,Negotiation,6029,75,Won
D00444,2023-04-07,2023-06-05,rep_13,HealthTech,APAC,Core,Referral,Negotiation,5580,59,Lost
D00445,2023-11-17,2023-12-24,rep_9,Ecommerce,Europe,Core,Outbound,Closed,19369,37,Lost
D00446,2023-03-11,2023-04-24,rep_16,HealthTech,APAC,Core,Outbound,Closed,18120,44,Won
D00447,2023-01-26,2023-04-11,rep_24,FinTech,Europe,Core,Outbound,Negotiation,2837,75,Won
D00448,2023-01-08,2023-03-19,rep_23,FinTech,APAC,Core,Outbound,Negotiation,13104,70,Won
D00449,2023-01-29,2023-03-11,rep_9,Ecommerce,North America,Core,Outbound,Demo,2584,41,Lost
D00450,2023-07-17,2023-10-30,rep_17,HealthTech,India,Pro,Partner,Qualified,8549,105,Lost
D00451,2023-06-15,2023-07-12,rep_16,EdTech,Europe,Pro,Inbound,Proposal,2345,27,Lost
D00452,2024-03-18,2024-06-18,rep_6,EdTech,North America,Pro,Outbound,Qualified,11866,92,Won
D00453,2023-01-05,2023-01-17,rep_25,FinTech,Europe,Core,Referral,Proposal,7658,12,Lost
D00454,2023-02-16,2023-05-21,rep_23,SaaS,North America,Core,Referral,Demo,8983,94,Lost
D00455,2023-04-30,2023-06-16,rep_1,Ecommerce,APAC,Enterprise,Outbound,Demo,77503,47,Lost
D00456,2023-05-09,2023-05-21,rep_7,SaaS,Europe,Enterprise,Partner,Negotiation,58628,12,Lost
D00457,2023-06-15,2023-09-23,rep_5,Ecommerce,APAC,Pro,Partner,Closed,6904,100,Lost
D00458,2023-08-21,2023-08-28,rep_12,SaaS,Europe,Pro,Inbound,Closed,6144,7,Lost
D00459,2023-12-04,2024-02-17,rep_20,EdTech,APAC,Pro,Partner,Demo,85214,75,Lost
D00460,2023-02-26,2023-03-17,rep_7,FinTech,India,Core,Inbound,Qualified,2546,19,Lost
D00461,2023-01-17,2023-04-07,rep_23,SaaS,APAC,Core,Partner,Closed,84213,80,Lost
D00462,2023-04-24,2023-07-17,rep_21,FinTech,APAC,Enterprise,Referral,Negotiation,2107,84,Lost
D00463,2024-02-25,2024-04-19,rep_24,FinTech,APAC,Core,Outbound,Qualified,54840,54,Lost
D00464,2023-09-23,2023-10-12,rep_17,HealthTech,Europe,Enterprise,Referral,Demo,3892,19,Won
D00465,2024-01-18,2024-02-07,rep_4,HealthTech,Europe,Enterprise,Referral,Negotiation,80125,20,Lost
D00466,2023-09-16,2023-11-05,rep_18,EdTech,APAC,Pro,Referral,Proposal,17829,50,Lost
D00467,2024-02-27,2024-06-05,rep_25,SaaS,APAC,Pro,Referral,Negotiation,3971,99,Won
D00468,2023-08-18,2023-10-14,rep_5,EdTech,North America,Pro,Outbound,Closed,2283,57,Won
D00469,2023-04-20,2023-08-14,rep_19,SaaS,Europe,Core,Inbound,Closed,92569,116,Won
D00470,2023-08-24,2023-10-15,rep_9,EdTech,North America,Enterprise,Referral,Demo,4170,52,Won
D00471,2023-10-19,2023-11-22,rep_23,SaaS,North America,Enterprise,Partner,Negotiation,7927,34,Lost
D00472,2023-01-20,2023-04-30,rep_14,Ecommerce,North America,Core,Inbound,Proposal,9285,100,Lost
D00473,2023-11-21,2024-03-06,rep_18,SaaS,Europe,Pro,Outbound,Proposal,2443,106,Lost
D00474,2023-03-20,2023-04-02,rep_3,HealthTech,India,Pro,Referral,Closed,98005,13,Lost
D00475,2023-03-17,2023-04-09,rep_9,FinTech,India,Enterprise,Referral,Negotiation,26463,23,Won
D00476,2024-02-01,2024-05-07,rep_13,SaaS,Europe,Enterprise,Outbound,Negotiation,3104,96,Won
D00477,2023-05-05,2023-05-21,rep_22,Ecommerce,India,Pro,Partner,Qualified,5523,16,Won
D00478,2023-04-08,2023-05-26,rep_20,Ecommerce,Europe,Pro,Inbound,Proposal,7369,48,Won
D00479,2024-02-23,2024-03-30,rep_8,SaaS,Europe,Pro,Inbound,Qualified,5062,36,Won
D00480,2023-06-25,2023-09-28,rep_7,SaaS,Europe,Core,Partner,Proposal,4499,95,Lost
D00481,2023-10-08,2023-12-15,rep_22,SaaS,North America,Pro,Outbound,Closed,19388,68,Lost
D00482,2023-01-31,2023-03-15,rep_21,FinTech,North America,Pro,Partner,Negotiation,7705,43,Won
D00483,2023-12-06,2024-03-31,rep_8,Ecommerce,North America,Pro,Referral,Negotiation,9767,116,Lost
D00484,2024-03-19,2024-06-10,rep_23,FinTech,North America,Core,Partner,Closed,11258,83,Lost
D00485,2023-06-20,2023-08-28,rep_12,EdTech,Europe,Enterprise,Partner,Proposal,65453,69,Won
D00486,2024-02-20,2024-03-05,rep_5,EdTech,India,Enterprise,Outbound,Demo,8482,14,Lost
D00487,2023-02-14,2023-05-25,rep_19,HealthTech,India,Pro,Partner,Demo,18034,100,Won
D00488,2023-08-18,2023-11-02,rep_5,EdTech,Europe,Pro,Outbound,Demo,96156,76,Won
D00489,2023-12-02,2024-02-19,rep_6,EdTech,Europe,Enterprise,Inbound,Qualified,93051,79,Lost
D00490,2024-01-27,2024-03-14,rep_5,HealthTech,North America,Core,Outbound,Proposal,14737,47,Lost
D00491,2023-01-14,2023-04-28,rep_8,SaaS,Europe,Core,Inbound,Closed,99377,104,Lost
D00492,2023-07-03,2023-07-20,rep_23,EdTech,Europe,Pro,Referral,Negotiation,85840,17,Lost
D00493,2023-08-31,2023-09-24,rep_14,HealthTech,Europe,Core,Inbound,Proposal,3853,24,Won
D00494,2023-04-01,2023-06-03,rep_14,Ecommerce,North America,Enterprise,Referral,Demo,19269,63,Lost
D00495,2024-01-04,2024-02-20,rep_17,FinTech,India,Pro,Inbound,Qualified,90275,47,Won
D00496,2024-03-25,2024-05-02,rep_25,FinTech,Europe,Pro,Referral,Closed,8643,38,Lost
D00497,2023-07-23,2023-11-20,rep_20,FinTech,Europe,Pro,Referral,Proposal,15558,120,Won
D00498,2023-02-16,2023-05-26,rep_14,EdTech,India,Core,Outbound,Negotiation,3472,99,Lost
D00499,2023-08-21,2023-11-11,rep_23,HealthTech,North America,Core,Inbound,Proposal,15449,82,Lost
D00500,2023-12-28,2024-03-01,rep_20,HealthTech,India,Enterprise,Referral,Closed,70343,64,Lost
D00501,2023-01-23,2023-05-08,rep_6,FinTech,India,Pro,Partner,Demo,4745,105,Won
D00502,2024-01-09,2024-04-23,rep_7,FinTech,APAC,Core,Referral,Demo,4365,105,Lost
D00503,2023-09-12,2024-01-06,rep_19,Ecommerce,India,Pro,Referral,Demo,2047,116,Lost
D00504,2023-02-10,2023-05-04,rep_7,FinTech,Europe,Core,Inbound,Closed,56452,83,Lost
D00505,2023-12-01,2024-01-21,rep_11,FinTech,North America,Core,Referral,Proposal,95771,51,Won
